text,label
多多钢琴比赛获五个一等奖，有颜又有才！黄磊堪称人生赢家啊！,2
《我问王二小》获全国大奖,2
8月12日至14日，2019年“东方仿真—欧倍尔”杯第三届全国大学生化工实验大赛全国总决赛在大连理工大学举行，中国海洋大学化学化工学院2016级化学工程与工艺本科生谭喆、王震、李世文组成的代表队荣获大赛团体一等奖。,2
江一燕获奖，一场无知和信息不对称引起的闹剧,2
澳大利亚华人房地产开发商Bridgehill集团积极参与悉尼城市改造，其所投资的多个项目屡获澳大利亚和国际地产界大奖。,2
在刚刚落下帷幕的2019第四届肖邦国际青少年钢琴（中国业余组）公开赛中国总决赛中，青岛六十八中青年地理教师刘天逸荣获青年组独奏金奖。,2
北京时间5月10日消息，欧洲篮球冠军联赛已进入了半决赛争夺，在没有举行比赛的时候，阿方索·福特最佳射手奖公布了它的获奖者，是来自意大利米兰队的迈克·詹姆斯。,2
"2019香港国际青年电影节,于8月6日至8日在香港隆重举行。演员葛天,凭电影《黑暗迷宫》中的精彩表现,荣获本届电影节“最具潜力演员奖”,同时,被推荐为国际青年电影节的“国际形象大使”。",2
上周四晚，诺贝尔文学奖公布两位得主，而在今天，英语文学的最高奖项布克奖也开出了“双黄蛋”的结果，由加拿大小说家玛格丽特·阿特伍德的小说《证据》和英国小说家伯纳德·埃瓦里斯托的小说《女孩，女人及其他》共同获得。,2
最近，江一燕“获得”建筑大奖的新闻吵得沸沸扬扬。原来是一件值得高兴的事，结果却成了网友群嘲的对象，网上质疑其卖文艺人设，还认为她根本不是建筑专业，照片是蹭拍的，而且根本没有得奖。,2
"2019年7月30日，全国食品工业科技进步与质量工作会议在北京举行，会上宣布河北衡水老白干酒业股份有限公司""白酒酒醅微生物系统分析及菌种筛选与应用""荣获2018中国食品工业协会科学技术奖（2016-2017年度）一等奖。",2
2019年诺贝尔和平奖公布：埃塞俄比亚总理阿比·艾哈迈德·阿里获奖。“感谢他为实现和平与国际合作所作的努力，尤其是为了解决与邻国厄立特里亚的边界冲突所采取的主动行动。”,2
胡汉杰荣获中央企业劳动模范称号 诠释新时代劳模精神,2
广电运通荣获广州市市长质量奖,2
2日晚，由中华人民共和国文化和旅游部和上海市人民政府共同主办的第十二届中国艺术节闭幕式在上海大剧院举行，10部文华大奖获奖剧目同时揭晓。 其中，代表山东省参评的大型民族歌剧《马向阳下乡记》获得“文华大奖”，这也是继舞剧《红高粱》摘奖之后，青岛演艺集团出品、青岛市歌舞剧院创排的文艺精品第二次获此殊荣。,2
10月14日，2019年诺贝尔经济学奖评选结果出炉，Abhijit Banerjee、Esther Duflo和Michael Kremer因“在减轻全球贫困方面的实验性做法”而获奖。,2
华特股份董事长石平湘先生荣膺“FIT粤”科创先锋大赛领军人物奖,2
7月4日在意大利米兰举行的第三届国际地层学大会上，南京大学沈树忠院士荣获地层学国际最高金奖（ICSMedal）。,2
奖励300万！王恩东、谭旭光获“齐鲁杰出人才奖”,2
陆小雅是中国第四代导演中的代表人物，她执导的影片《红衣少女》曾获得过第5届中国电影金鸡奖最佳故事片奖。,2
海峡两岸信息服务创新大赛总决赛福州举行 22个项目获一等奖,2
徐州8岁女孩做了个问卷调查，居然获省二等奖！她还有这些才华,2
9月10日，山东省第六届“好记者讲好故事”演讲比赛决赛完成录制，来自省内不同媒体的17位记者，在好记者讲好故事舞台上讲亲历故事、谈采访过程、说内心感受。来自山东广播电视台农科频道的记者方翔获得一等奖。,2
由九江职业技术学院经济管理学院张江、熊欣老师，学生李嘉鹏、喻颖、杨俊杰组成的竞赛团队，荣获特等奖，晋级全国总决赛。,2
黑龙江省委组织部四部纪录片喜获大奖,2
9月17日晚间，首届都匀电影电视节最佳男演员奖出炉，潘斌龙通过《无名之辈》中李海根的出色发挥，摘得了此项殊荣，这也是他从演小品到改行拍电影以后获得的最高奖项。,2
这次荣获华鼎奖中国电影最佳女主角，也是角色“孙芳”的第二个奖项，更是马伊琍的第三个华鼎奖杯。,2
8月15日，大同籍国际顶尖跑酷选手、动作演员张云鹏在美国加州洛杉矶圣盖博市（San Gabriel Valley）获得由该市华人市长廖钦和颁发的运动奉献精神奖。此次美国之行，张云鹏的名字还被录入世界华人名人录中。,2
厉害了！第七届中国淘宝村高峰论坛举行，曹县4人获奖,2
近日，2019年度卫浴产品十大质量奖颁奖典礼在上海国际厨卫展理想卫浴E6D03 E6C03展馆隆重举行。理想卫浴凭借国际一流的卓越品质和领先的创新科技脱颖而出，荣获2019年度卫浴产品十大质量奖。德国莱茵TÜV集团（以下简称TÜV莱茵）作为理想卫浴合作伙伴受邀出席颁奖典礼并发表致辞。,2
第二届“吴承恩长篇小说奖”淮安揭晓，梁晓声等6位作家获奖,2
还记得那个设计“低年级物品易丢现象透视”的8岁小女孩苏子墨吗？她凭这一设计，获得过省科技创新大赛二等奖、市一等奖。,2
一大早，来自市红十字会和潞城区红十字会的工作人员就赶来颁给王军“红十字奉献之星”的证书和奖牌。,2
5月13日至17日，省委、省政府举行全省新旧动能转换项目推进会暨“双招双引”工作表彰大会。青岛市、济南市、烟台市获2018年度全省“双招双引”考核结果一等奖。,2
经过4个月的评选，第二届“吴承恩长篇小说奖”于7月27日在江苏淮安揭晓。长篇小说范小青的《灭籍记》、梁晓声的《人世间》、普玄的《逃跑的老板》，特殊文体长篇小说、李宏伟的《国王与抒情诗》，翻译长篇小说、林小发的德文版《西游记》以及淮安籍本土长篇小说蒋廷朝的《从》共6部长篇小说获奖。,2
蔡徐坤拿下金曲奖，华语奖项颁给英文歌，周杰伦汪峰的表情亮了,2
在近日举行的2019博鳌房地产论坛上，光大安石凭借着优异的房地产基金综合实力和品牌表现力荣获“2019中国地产风尚大奖”之“2019中国年度影响力房地产基金品牌TOP30”榜首位置。据悉，博鳌房地产论坛自2003年至今已连续成功举办至第十六届，该论坛既是中国房地产专业论坛之一。,2
海能达PTC760在CCW2019获最佳宽窄带融合终端奖,2
2019年10月20日，第三届GXA好体验奖线下终评在浙江大学华南工业技术研究院举行， 作业帮一课小学数学“在线互动课堂”荣获最具社会价值奖。,2
近日，常州老年大学木兰代表队一行14人应邀赴越南下龙湾，参加2019民族传统文化暨中国木兰拳第二十届国际展示大赛，并创造了继市老年大学木兰队连续四年荣获大奖后的再次佳绩：团体项目荣获最高奖——特等奖，7个个人项目获三个特等奖、四个一等奖！,2
5月11日，在由云南省教育厅关工委举办的全省“我为祖国点赞”主题教育活动演讲比赛中，沾益区五中荣获示范学校荣誉称号，学生徐王怡冉荣获三等奖。,2
吴京是众所周知的铁血硬汉形象。他从小习武，早年因拍摄一些武侠片而踏入演艺圈，而且在同年还获得最佳男配角奖。,2
诺奖得主克雷默：曾获麦克阿瑟奖 研究发展中国家农业,2
北京时间7月18日，《世界体育报》消息，近日巴萨中卫皮克被授予了代表巴萨上赛季最佳球员的阿尔多-罗维拉奖。,2
第九届流行音乐全金榜年度盛典于5月3日晚在北京举行，据现场大屏幕播放获奖短片，薛之谦荣获两项大奖，分别是年度最佳男歌手（内地/ 海外），以及年度最受欢迎专辑 《怪咖》，恭喜薛之谦！,2
河南一农民写歌词两获国家级大奖 受访时他这样说,2
2019年10月29-30日，Winning Together小米全球合作伙伴大会在北京举行，环球易购受邀参会并荣获“2019年度小米最佳合作伙伴电商金牌奖”。,2
第54届台湾电视金钟奖在昨晚揭晓，《我们与恶的距离》拿下戏剧节目奖等6项大奖成最大赢家，贾静雯首次入围即封后，溫昇豪、曾沛慈获男女配角奖，吴慷仁遗憾败北，视帝归属《菜头梗的滋味》的男主龙劭华！《声林之王》获综艺节目奖，黃子佼摘两项主持人奖，张小燕获终身成就奖 。,2
日前，由教育部思想政治工作司、中央网信办网络社会工作局主办的第三届“全国大学生网络文化节”和“全国高校网络教育优秀作品推选展示活动”（简称“一节一推选”）结果揭晓。在全国高校网络教育优秀作品推选展示活动中，我校共获得二等奖1项，三等奖2项，优秀奖2项；在全国大学生网络文化节中，我校学子共获得一等奖两2项，二等奖3项,2
继去年是枝裕和的《小偷家族》后，亚洲电影又一次拿下了戛纳电影节金棕榈奖，韩国导演奉俊昊的《寄生虫》众望所归捧走了金棕榈,2
北京时间9月24日凌晨2点30分，FIFA年度颁奖典礼进行，最终，梅西当选世界足球先生，这是他职业生涯第6次获奖，力压C罗（5次），创造历史！,2
近日，2019年“亿学杯”全国商务英语实践技能大赛(湖南赛区)在湖南商学院举行。全省13所设有商务英语本科专业的高校参与了此次比赛。经过激烈的比拼，由湖南科技大学外国语学院16级商英专业的王楀晴、谢争霞、赵洁三位同学组成的参赛队伍获得了团体一等奖。,2
当地时间10月10日，瑞典文学院宣布，将2018年诺贝尔文学奖授予奥尔加·托卡尔丘克（Olga Tokarczuk），将2019年诺贝尔文学奖授予彼得·汉德克（Peter Handke）。,2
花落锦官城！成都博物馆荣获全国十大陈列展览精品奖,2
引领行业趋势 紫晶存储喜提2018“FIT粤” 科创先锋大赛创新飞跃奖,2
电影《黄大年》荣获中宣部第十五届精神文明建设五个一工程奖,2
果然，宋佳留下了许多叫好又叫座的连续剧，比如，《闯关东》的播出，更是让宋佳获得了广泛的人缘，《悬崖》使得宋佳获得了18届上海电视节最佳电视剧女演员奖和第9届中国金鹰电视艺术节“最佳艺术表演女演员奖”。,2
每日甘肃网7月22日讯（兰州晨报/掌上兰州首席记者武永明）由《科学中国人》杂志社主办的“与创新同行”论坛暨科学中国人（2018）年度人物盛典日前在北京举行，兰州大学资源环境学院张旭教授荣获环境与轻纺领域“科学中国人（2018）年度人物”奖。,2
推动公益创新，赋能公益发展，合利宝-国内领先的支付科技赋能平台，在近日举办的2019中国公益创新盛典中荣获“2019年度社会责任典范企业”大奖。,2
莫文蔚：在拉萨开演唱会，获得吉尼斯世界纪录，热搜过后，来金华,2
兰大张旭教授荣获“科学中国人年度人物”,2
第九届流行音乐全金榜 薛之谦荣获两项大奖,2
8月16日，第十届茅盾文学奖评奖办公室公布了本届茅盾文学奖的获奖作品，分别是：《人世间》（梁晓声）、《牵风记》（徐怀中）、《北上》（徐则臣）、《主角》（陈彦）和《应物兄》（李洱）。,2
2019年“齐鲁最美青年”发布“独臂船长”徐京坤等十人获奖,2
争议！黑马3分险胜夺奖，猛龙冠军功臣第4，球迷大呼：他被打劫了,2
近日，由健康报社主办的“第四届全国卫生健康微电影节”颁奖活动在成都举行。由兰大二院党委宣传部制作的原创科普动漫视频《兰宝带您读懂分级诊疗》荣获本次电影节优秀影片奖。,2
瑞典皇家科学院揭晓了2019年诺贝尔经济学奖获得者，诺贝尔经济学奖评委会将这一奖项分别授予了三名美国经济学家，其中阿比吉特·巴纳吉(Abhijit Banerjee)和埃丝特·迪弗洛(Esther Duflo)来自美国麻省理工学院，迈克尔·克雷默(Michael Kremer)来自哈佛大学，以表彰其“利用实验性方法在全球脱贫”方面所做的贡献。,2
北京时间6月25日，NBA举行了2018-19赛季颁奖典礼，绝大部分奖项缺少悬念，唯独最佳经理的颁奖引起了争议。雄鹿总经理乔恩·霍斯特成为黑马，以总分72分险胜掘金总经理蒂姆·康纳利的69分获奖。,2
近日，2018-19赛季最快进步球员奖得主、猛龙新星帕斯卡尔-西亚卡姆在接受TMZ体育采访时，谈到了科怀-伦纳德的离队、自己险些被交易至雷霆等话题。,2
万东镇荣获万盛“中华魂”演讲比赛二等奖,2
湖科大学子获全国商务英语实践技能大赛湖南赛区一等奖,2
参赛人数增长6倍！第二届上海市青少年人工智能创新大赛，这些娃娃获奖！,2
火星人E6再获全球设计大奖——2019成功设计大奖！,2
2019全球（银川）智慧城市峰会召开 顺丰“大数据平台”获奖,2
近日，她在其个人社交平台上晒出两张照片，并配文：龘龘芒果艺人奖，听说是很厉害的大奖，都不要惹我，谢谢工作，谢谢生活，谢谢我的粉丝们，附送你们要的夏季买家秀线原图。令粉丝们是激动不已，纷纷夸谢娜身材恢复得好！,2
《马向阳下乡记》捧得文华大奖 带你重温“青岛出品”歌剧夺奖之路,2
纪平梨花夺2019年加拿大秋季经典赛女单冠军,2
近日，全国职业院校技能大赛“中职组护理赛项”在江苏省南通卫生高等职业技术学校落下帷幕。来自全国各省、直辖市及自治区36支代表队167位参赛选手同场竞技，来自核工业卫生学校的欧阳嘉禧同学凭借扎实的理论知识、娴熟的操作技能，获得了大赛二等奖。,2
「喜讯」｜巴林右旗政府蒙古文网站群荣获全区优秀站点奖,2
喜讯丨我校学生刘天一的《阅读人生》在全国大学生影视作品大赛总决赛中获奖,2
漯河籍科学家游书力获首届“科学探索奖”,2
近日，“第三届AIAED全球AI+智适应教育峰会”在北京召开，近百位全球人工智能及教育界专家学者、企业代表们共同探讨AI+教育未来。在峰会上，三项AI+教育大奖公布，VIPKID凭借在AI+大数据的领先探索实践荣获K12教育大奖。,2
此外，在超级杯及中国杯夺得杆位的上汽大众333车队艾明达及东风风神车队的李惠玮均获得了本站泰格豪雅速度之星奖。,2
近日，英格兰足球记者协会（FWA）在其官网宣布前曼城队长孔帕尼获得2020年FWA足球贡献奖。FWA足球贡献奖由英格兰足球记者协会投票选出，每年1月份在伦敦举办颁奖典礼。,2
12人（团队）荣获唐山市第三届“市长特别奖”，9人（团队）荣获“市长特别奖”提名奖。,2
由环江毛南族自治县第一中学9名选手组成的参赛队代表环江参加比赛，荣获全市三等奖。,2
韩国第55届“百想艺术大赏”在首尔举行，而IU（李知恩） 也凭借《我的大叔》而入围电视类别最佳女主角，而IU当晚的红毯造型也在SNS造成热议！,2
ZAKER斩获金投赏商业创意产业报道奖“最佳资讯报道”银奖,2
近日，新加坡本地一家慈善组织“工程向善”因“努力提高国民数字能力”而获奖，成为新加坡政府“促进数字能力爱新基金”所资助的组织之一。,2
米兰队詹姆斯获得欧冠篮球阿方索·福特最佳射手奖，场均19.8分,2
顶象荣获“济南新动能国际创新大赛”一等奖,2
"5月9日上午,由中国建设银行科技金融创新中心、南方报业传媒集团联合举办的“榜样的力量——2018‘FIT粤’科创先锋大赛”佛山分赛颁奖典礼在佛山中欧中心举行。本次大赛有2600家企业(及个人)参与激烈竞逐,华特股份董事长石湘平先生从众多竞争中脱颖而出,荣获“领军人物”奖。",2
湘岳医院在湖南省老年护理学术年会上获双奖项,2
光大安石荣获“2019中国年度影响力房地产基金品牌TOP30”榜首,2
诺贝尔文学奖得主：一个诺奖批评者，一个反思历史的女作家,2
5月16日，惠济区贾河小学参加了惠济区2019年小学生校园青春健身操比赛暨啦啦操锦标赛，在此次比赛中荣获青春魅力小学乙组一等奖、丙组街舞啦啦操小学甲组二等奖的好成绩。,2
主教练张辉勇指导的高二（9）班严锴、熊天瑞、刘轲、徐敏钰、杨榜、兰永刚、龙成智等7名同学和主教练黄蓉指导的高一（9）班陈灿阳、胡逸等2名同学获得国家一等奖，其中严锴、熊天瑞分别名列湖北省赛区第3名和第9名。,2
在近日举办的第二届“中国·济南新动能国际高层次人才创新创业大赛”上，来自大数据与新一代信息技术、智能制造与高端装备、生物医药与医疗康养、高效生态农业等四大领域的24个公司脱颖而出，其中顶象荣获大赛一等奖。,2
2019年10月15日， 由英国BBC《野生动物》杂志与英国自然历史博物馆联合举办的年度野生生物摄影师大赛（Wildlife Photographer of the Year）公布了获奖名单，中国摄影师鲍永清获得了年度摄影师奖，而年度青年摄影师则由新西兰的Cruz Erdmann斩获。,2
这个流量时代的冲击波对音乐界究竟有多大的威力，从前段时间在2019华人歌曲音乐盛典上，蔡徐坤连捧「2019华人杰出青年歌手」「年度最佳舞台演绎男歌手」两个大奖，就知道，这些流量给蔡徐坤带来多大的影响。,2
近日，拉斯克医学奖得主名单公布，2019年的拉斯克奖花落5位科学家及全球疫苗免疫联盟Gavi。,2
当地时间10月10日，瑞典文学院宣布，2019年诺贝尔文学奖授予奥地利作家彼得·汉德克。,2
2019年诺贝尔化学奖授予了John B. Goodenough，M. Stanley Whittingham 和日本的吉野彰（Akira Yoshino），以表彰他们在研究锂离子电池方面做出的卓越贡献。,2
8月3日，由中国建设银行科技金融创新中心和南方报业传媒集团联合主办的“榜样的力量——2018‘FIT粤’科创先锋大赛颁奖活动”在广州举行。50家科创企业在评选中脱颖而出，分别获得创新飞跃奖、民企创新先锋奖、创新工匠奖、澎湃技术流奖、最具投资价值奖等5大奖项。广东紫晶信息存储技术股份有限公司获得“FIT粤”创新飞跃奖，董事长郑穆出席了颁奖典礼。,2
环球易购获小米最佳合作伙伴电商金牌奖,2
骄傲！烟台一等奖！,2
为表彰先进、鼓舞斗志，大力营造尊重劳动、尊重知识、尊重人才、尊重创造的浓厚氛围，激励广大人才弘扬爱国奋斗精神、建功立业新时代，经研究决定，授予王恩东、谭旭光同志“齐鲁杰出人才奖”，授予于金明等９名同志“齐鲁杰出人才提名奖”。,2
同时一汽解放汽车销售有限公司荣获“中央企业先进集体”称号。,2
娱乐圈很多女明星有很多流量虽然不高但实力不俗的女演员，8090后中周冬雨马思纯算是公认的实力强的年轻演员了，两人因合作《七月与安生》同时斩获金马影后，相比周冬雨，马思纯近几年更多的是在电视剧上。,2
当地时间10月10日，瑞典文学院宣布，2019年诺贝尔文学奖授予奥地利作家彼得·汉德克（Peter Handke），2018年诺贝尔文学奖授予波兰女作家奥尔加·托卡尔丘克（Olga Tokarczuk）。两位获奖者将分别赢得900万瑞典克朗。,2
全球AI+智适应教育峰会公布AI+教育大奖：VIPKID斩获K12教育奖,2
皮克获巴萨上赛季最佳球员，首位加泰人获奖,2
悉尼华人地产集团积极参与城市改造 获多个国际大奖,2
1998年，谢娜毕业于四川师范大学电影电视学院（今四川电影电视学院）表演与节目主持专业，同年，参加全国第五届影视表演推新人大赛，随后获得影视表演十佳金奖（即冠军）出道。,2
吉野彰获得诺贝尔化学奖，19年19个诺贝尔奖，日本到底凭什么？,2
联测科技丨TÜV莱茵合作伙伴理想卫浴荣获2019卫浴产品十大质量奖,2
12人（团队）荣获唐山市第三届“市长特别奖”,2
埃塞俄比亚总理获诺贝尔和平奖,2
一汽解放卡车厂冯斌荣获“中央企业劳动模范”称号。,2
北京时间10月7日17：30， 2019年诺贝尔生理学或医学奖公布：美国约翰霍普金斯大学威廉·凯林（William G. Kaelin Jr）、英国牛津大学彼得·拉特克利夫（Sir Peter J. Ratcliffe） 以及美国哈佛大学格雷格·塞门扎（Gregg L. Semenza）获奖。,2
向金泉，男，汉族，1970年1月出生，中共党员，西北铝业有限责任公司挤压制造部挤压工区45MN丁班操作手。45MN是从德国引进世界最先进的双动反向挤压机，该设备保密程度高，没有任何资料可参考。他利用所学的理论知识和实际操作经验，以第一名的成绩应聘到45MN机台工作。在电装调试阶段，他经常加班加点，最长工作时间超过16小时。针对特种工业管材研制出现的各种问题，他提出11条改进意见，使产品成品率从52%提高到91%，荣获工业和信息化部“国防科学技术进步一等奖”。,2
由腾讯基金会和杨振宁等十四位科学家共同发起的“科学探索奖”，9月20日正式揭晓首届获奖名单，中国科学院上海有机化学研究所博士生导师游书力获奖。,2
建筑大师奖回应江一燕获奖，网友质疑该获奖作品可能涉嫌违章建筑,2
"日前，爱奇艺举办了""爱奇艺尖叫之夜华语歌曲颁奖典礼""，在典礼上2019年的金曲奖被蔡徐坤凭借一首英文歌收下。",2
8月6日，由自治区科学技术协会主办，自治区科学技术馆承办的第六届全国科技馆辅导员大赛内蒙古分赛暨首届内蒙古自治区科技辅导员大赛在呼和浩特圆满落幕。来自全区各科技场馆的49位科技辅导员经过两天激烈的角逐，最终，呼伦贝尔市科技馆的金妍荣获展品辅导赛一等奖，授予“内蒙古自治区金牌科技辅导员”荣誉称号。,2
近日，在全市组织部长会议上，高新区申报的“深化招才引智模式构筑创新创业高地”获组织工作改革创新三等奖。,2
10月16日晚，第四届金投赏商业创意产业报道奖（Press Awards）金银铜奖榜单揭晓，经过10位评委对申请的150多件作品的严苛评审，ZAKER凭借《起底杜国楹，那个把小罐茶卖到天价的神秘男人》一文，斩获最佳资讯报道银奖。,2
韩国电影《寄生虫》全票拿下金棕榈奖，中日韩再次站在同一起跑线,2
Trip.com获颁谷歌Material Design 年度设计大奖,2
全新东风风神 AX7正式上市，配备智能联网系统，颜值更高,2
【CNMO新闻】斯科达近日在布拉迪斯拉展示了两款全新产品：全电动CITIGOe iV和SUPERB iV插电式混合动力车。这两款车均能实现快速充电以及长距离行驶，同时价格也很实惠。用户还能通过选择装饰级别和定制选项个性化设计自己的车，另外该系列的操作都很直观，用户能获得更轻松舒适的驾驶体验。,2
5G｜Three UK宣布8月份在英国推出5G网络 速度是竞争对手两倍,2
小米将在印度推出更贵智能机，摆脱廉价品牌形象,2
一加云耳2橄榄绿发布：2动铁+1动圈,2
贝纳利帝国400售价发布，23800元，欧系原味复古车，值这个价！,2
中国电信天翼智博会开幕 “5G加云”新品发布,2
199美元！任天堂发布便携掌机Switch Lite：屏幕更小、Joy-Con手柄不可拆,2
Satechi推出72W USB-C PD车充和苹果MFi认证C-to-L编织线套装,2
冰墩墩来了！北京冬奥会吉祥物揭晓,2
纳智捷URX亮相，传统仪表盘被抬头显示所代替,2
华为Mate30将于十月推出，你们准备好了吗,2
关注汽车和熟悉汽车的朋友近期对奇瑞一定不会陌生，因为，今年上半年SUV领域最活跃的厂商绝对是奇瑞。短短几个月的时间里，他们旗下的三大品牌上市了不下10款全新的SUV。而这其中有多款车型都是备受关注的。比如说奇瑞的旗舰级SUV星途TX和TXL。,2
Funtouch OS 9.1发布时间确定，首发机型或为vivo NEX3,2
黑鲨2 Pro明天发布 黑鲨CEO邀请雷军莅临发布会现场,2
新一代东风标致508L上市，1.6T+1.8T两种动力，浪漫与时尚并存,2
5月10日，优酷对外宣布，优酷、灿星出品的《这就是街舞2》将于5月18日开播，易烊千玺、罗志祥、韩庚、吴建豪四位明星队长加盟，冯正、叶音、波子以及KOD创始人高博等在内的街舞大神将在节目中展开对决。,2
"10月23日,华为在深圳总部举办[5G终端及全场景新品发布会]，正式发布5G折叠屏手机华为Mate X，并公布了华为Mate30 5G、华为Mate30 Pro 5G、华为Mate30 RS保时捷设计和华为 Watch GT 2等十余款5G相关产品的上市时间。",2
记者昨天从地铁集团获悉，为进一步提升“大连地铁e出行”APP的乘车便捷性，优化乘客使用体验，“大连地铁e出行”APP正式上线支付宝代扣支付功能，进一步增加乘客使用的便捷性和选择的多样性。,2
官方消息：9月24日，小米2款5G手机发布，这配置让米粉久等了,2
8月27日，AOC正式发布了2019年期旗舰新品G2X系列游戏电视，相比G1X提供四个方面的升级，分为55英寸和65英寸两种尺寸，分别售价3999元和4999元。,2
联想发布高性能轻薄本LEGION Y9000X，首发价最高为13999元,2
今日，OPPO举办新品发布会，正式发布Reno 2，8+128GB版本定价2999元，提供薄雾粉、深海夜光、海洋之心三种配色，9月12日线上线下同时开售。,2
2019年06月11日，索尼（中国）有限公司正式发布了全画幅超远摄定焦G大师镜头FE 600mm F4 GM OSS（型号名：SEL600F40GM）与超远摄变焦G镜头FE 200-600mm F5.6-6.3 G OSS（型号名：SEL200600G）。,2
新款RX亮相，终于也玩起了加长,2
上海电力(600021.SH)完成发行10亿元超短期融资券,2
美国蓝色起源公司发布“蓝色月亮”月球车,2
据小编获悉，东风雷诺旗下首款纯电动SUV车型K-ZE将于9月5日正式上市了。,2
尽管AMD高调发布了7nm Navi架构的RX 5700系列显卡，并且在7月7日会随着锐龙3000处理器一起上市来个双喜临门，不过NVIDIA后发制人，抢先在今晚发布了RTX 20 Super系列显卡，详情可以看我们的首发评测——静待Navi来战！,2
Redmi首款电视正式官宣！网友：荣耀智慧屏要慌了,2
而且根据卢伟冰，雷军在微博上的互动，红米note8会在同一天发布，也就是8月29日,2
华为荣耀20价格多少？发布后却被荣耀V20反打！,2
Bose推出便携式音箱Bose Portable Home Speaker,2
安卓10发布：新增黑暗模式 手势导航等重要更新,2
索尼Xperia 1国行版今日发布，搭载4k屏售价6299元！,2
日前我们从哈弗官方获悉，哈弗H6Coupe智联版及哈弗H4乐享版车型正式上市,2
惠普推出36款“传奇”系列企业级激光打印机/一体机,2
长安福特四款新车上市 售价13.98万元起,2
自从去年全新一代马3发布之后，其全新的内外饰设计，以及带有压燃技术的SKYACTIV-X 2.0L发动机都让它备受关注，而全新一代马3也将在今年的8-9月份于国内上市。在此之前，它已经先于北美上市，之后又在近日于台湾地区上市。,2
经过4个月的试运行，上海宝山“1+9”支持产业发展专项资金申报系统将于11月1日正式上线,2
很多老粉丝可能都知道，自从2011年发布LT18i之后，索尼完全收购爱立信的手机业务，索爱手机也就不复存在了。,2
曾经的起亚K3也算是市场上的热销车，凭借的较高的颜值以及性价比征服了一批又一批年轻消费者，但是随着韩系车整体品牌力的下滑，K3也受到了不小的影响，加之已经有7年之久未曾换代，销量越来越不如从前，在今年1､2月份，它的销量甚至跌至了三位数，跟当初一两万的成绩相比，简直令人哗然，这这样全新一代K3历经艰辛来到了我们面前，今天就让我们一起来看看吧，全新起亚K3正式上市，肩负崛起起亚的重任，看完后，你会买单吗？,2
捷达推出新车型，外形不输途岳，国六标准价格亲民,2
禹洲地产(01628)发布公告，该公司发行的于2023年到期金额为4亿美元的6.00%优先票据，新票据将与2016年10月25日该公司发行的于2023年到期金额为2.5亿美元的6.00%优先票据合并并组成单一系列。预期新票据的上市及买卖将于2019年7月11日或前后生效。,2
2020款马自达CX-5上市 配置增加 价格没涨 售价17.98-24.58万,2
微软发布Windows 10可选功能更新：内含针对IE的安全更新,2
6月26日，中国人民银行宣布，当日在香港成功发行了两期人民币央行票据，其中1个月期央行票据200亿元人民币，6个月期央行票据100亿元人民币，最高中标利率分别为2.80%和2.82%。,2
荣耀20系列上海发布会,2
"6月初上市的一加7上市半个月以来,一直广受用户好评。",2
山东联通重磅发布智慧光网“SD-FAST”产品,2
1999元的红米K20发布，入手OPPO K3的人后悔不？他们都这么说,2
不久前，《守望先锋》公布了新英雄“西格玛”，目前在测试服中已经可以玩到，油管UP BRO YOU WACK分享了一段新英雄的游玩演示，在训练场中展示了他的几个技能。,2
继华泰证券发行首只沪伦通产品之后，中国太保也出“大招”。,2
去年8月份，全新一代奔驰G级已经正式上市了，近日，奔驰G级又上市了，什么情况？,2
就在近日，苏宁618年中大促正式打响之际，苏宁易购线上推出豪华游艇系列产品，688元即可租到一条豪华游艇，这个618不仅可以买买买，还可以上游艇下海，体验一把海上激情。,2
“澳门口述历史丛书”4日在澳门国际书展上正式发布。该丛书目前共推出7本，由广西师范大学出版社和澳门文化公所分别在内地和澳门出版发行。,2
近日，正式上线京东和天猫不到一周时间的Juul电子烟，被全面下架了。,2
王者荣耀国际版体验服最近又上线了新英雄，这次新英雄的技能算是独立技能，有一些和国服英雄的技能类似，下面一些来看吧,2
全新一代传祺GA6正式上市 售价10.88万-16.88万元,2
麒麟990 5G SoC正式发布 中国芯片领先全球,2
在4月底的特斯拉Autonomy Inv estor Day上，创始人马斯克高调发布了自动驾驶芯片“全自动驾驶计算机”（full self-driving computer，简称FSD），并已经搭载进最新生产的特斯拉车型。,2
局势逆转！华为推出鸿蒙后，谷歌态度骤变，承诺力挽与华为关系！,2
贯穿式仪表+电子挡把 奔腾T99将于十月份上市,2
三星经常会为旗下旗舰手机推出一些限量版，Galaxy S10也不例外，最近该机推出了红色限量版以及奥运限量版。,2
Unihertz发布新款三防键盘手机 外形硬朗酷似黑莓,2
王者荣耀国际版上线新英雄,2
根据魅族官方公布的消息，魅族将于10月23日也就是明天正式发布魅族16T，这款手机已经在魅族官微预热已久，被称为大屏娱乐旗舰，关于魅族16T的配置信息也已经爆料的七七八八了，唯独这款手机的价格至今还没有非常确切的消息，接下来总结一下魅族16T的配置信息，看看将其定在什么价位比较合理呢？,2
为进一步落实公安部“放管服”政策，更好服务人民群众，近日河北省交管局联合支付宝官方推出了罚款缴纳系统。,2
